timestamp,hour,day_of_week,occupancy,electricity_usage,water_usage,waste_generated
2024-01-18 14:00:00,14,3,0.87,77.33,11.65,14.89
2024-01-18 15:00:00,15,3,0.83,64.88,13.76,10.04
2024-01-18 16:00:00,16,3,0.88,62.2,12.24,10.19
2024-01-18 17:00:00,17,3,0.86,56.97,11.27,12.86
2024-01-18 18:00:00,18,3,0.87,52.42,23.26,0.0
2024-01-18 19:00:00,19,3,0.17,40.75,32.91,13.96
2024-01-18 20:00:00,20,3,0.16,39.32,31.12,10.92
2024-01-18 21:00:00,21,3,0.17,38.36,28.77,11.49
2024-01-18 22:00:00,22,3,0.19,30.76,21.89,16.73
2024-01-18 23:00:00,23,3,0.18,24.97,10.84,15.27
2024-01-19 00:00:00,0,4,0.12,19.4,12.47,8.1
2024-01-19 01:00:00,1,4,0.1,16.99,7.85,3.8
2024-01-19 02:00:00,2,4,0.13,26.48,12.15,6.16
2024-01-19 03:00:00,3,4,0.15,34.39,11.95,5.85
2024-01-19 04:00:00,4,4,0.18,33.21,11.33,10.03
2024-01-19 05:00:00,5,4,0.11,35.12,9.73,7.01
2024-01-19 06:00:00,6,4,0.16,47.93,16.15,6.88
2024-01-19 07:00:00,7,4,0.11,59.69,21.08,13.29
2024-01-19 08:00:00,8,4,0.74,65.44,26.46,10.14
2024-01-19 09:00:00,9,4,0.77,70.59,19.09,10.07
2024-01-19 10:00:00,10,4,0.74,71.59,16.16,8.25
2024-01-19 11:00:00,11,4,0.87,81.57,11.92,13.51
2024-01-19 12:00:00,12,4,0.77,76.9,15.34,11.59
2024-01-19 13:00:00,13,4,0.86,84.39,13.8,12.0
2024-01-19 14:00:00,14,4,0.75,74.5,14.58,14.1
2024-01-19 15:00:00,15,4,0.77,57.91,12.74,14.69
2024-01-19 16:00:00,16,4,0.75,64.07,14.49,13.92
2024-01-19 17:00:00,17,4,0.76,68.42,10.7,12.32
2024-01-19 18:00:00,18,4,0.71,50.39,21.09,0.0
2024-01-19 19:00:00,19,4,0.11,41.41,26.28,12.09
2024-01-19 20:00:00,20,4,0.18,29.82,31.95,17.03
2024-01-19 21:00:00,21,4,0.1,30.2,28.97,15.11
2024-01-19 22:00:00,22,4,0.1,26.84,21.53,19.73
2024-01-19 23:00:00,23,4,0.13,21.87,12.87,15.71
2024-01-20 00:00:00,0,5,0.14,20.28,11.4,6.46
2024-01-20 01:00:00,1,5,0.18,15.74,5.55,8.05
2024-01-20 02:00:00,2,5,0.11,12.65,3.16,9.23
2024-01-20 03:00:00,3,5,0.18,25.48,8.03,7.97
2024-01-20 04:00:00,4,5,0.17,25.72,9.48,8.84
2024-01-20 05:00:00,5,5,0.11,25.74,5.45,11.27
2024-01-20 06:00:00,6,5,0.12,27.85,14.73,12.04
2024-01-20 07:00:00,7,5,0.11,39.44,20.02,11.56
2024-01-20 08:00:00,8,5,0.43,57.37,26.82,9.56
2024-01-20 09:00:00,9,5,0.33,50.28,24.62,11.16
2024-01-20 10:00:00,10,5,0.31,59.5,16.27,10.5
2024-01-20 11:00:00,11,5,0.47,53.08,10.9,14.22
2024-01-20 12:00:00,12,5,0.34,56.89,7.56,11.68
2024-01-20 13:00:00,13,5,0.43,55.96,7.16,11.71
2024-01-20 14:00:00,14,5,0.31,58.64,12.73,12.59
2024-01-20 15:00:00,15,5,0.44,53.34,5.67,18.42
2024-01-20 16:00:00,16,5,0.37,46.82,7.64,17.39
2024-01-20 17:00:00,17,5,0.47,37.7,10.21,14.02
2024-01-20 18:00:00,18,5,0.42,37.26,18.01,0.0
2024-01-20 19:00:00,19,5,0.13,30.58,25.75,20.35
2024-01-20 20:00:00,20,5,0.13,24.93,25.46,15.91
2024-01-20 21:00:00,21,5,0.12,25.31,26.79,19.25
2024-01-20 22:00:00,22,5,0.11,14.23,11.37,24.07
2024-01-20 23:00:00,23,5,0.12,13.84,14.53,16.87
2024-01-21 00:00:00,0,6,0.13,6.98,13.39,8.13
2024-01-21 01:00:00,1,6,0.11,3.26,9.65,5.52
2024-01-21 02:00:00,2,6,0.11,15.54,8.58,8.25
2024-01-21 03:00:00,3,6,0.19,14.37,14.27,6.95
2024-01-21 04:00:00,4,6,0.19,28.83,9.44,9.45
2024-01-21 05:00:00,5,6,0.11,28.37,9.93,13.15
2024-01-21 06:00:00,6,6,0.17,34.37,12.65,12.52
2024-01-21 07:00:00,7,6,0.11,37.36,18.94,9.54
2024-01-21 08:00:00,8,6,0.3,51.69,24.59,9.94
2024-01-21 09:00:00,9,6,0.37,51.89,22.95,13.23
2024-01-21 10:00:00,10,6,0.44,55.11,12.85,13.95
2024-01-21 11:00:00,11,6,0.32,65.73,6.1,9.14
2024-01-21 12:00:00,12,6,0.34,57.58,6.31,11.99
2024-01-21 13:00:00,13,6,0.38,55.99,10.7,15.61
2024-01-21 14:00:00,14,6,0.47,54.74,10.59,13.94
2024-01-21 15:00:00,15,6,0.32,48.37,13.92,15.75
2024-01-21 16:00:00,16,6,0.3,42.06,14.02,18.15
2024-01-21 17:00:00,17,6,0.45,44.11,11.49,15.71
2024-01-21 18:00:00,18,6,0.41,30.39,15.72,0.0
2024-01-21 19:00:00,19,6,0.14,31.21,27.93,16.59
2024-01-21 20:00:00,20,6,0.16,26.84,23.25,20.56
2024-01-21 21:00:00,21,6,0.19,22.03,26.65,20.5
2024-01-21 22:00:00,22,6,0.19,15.48,11.08,20.69
2024-01-21 23:00:00,23,6,0.19,20.74,12.16,22.05
2024-01-22 00:00:00,0,0,0.12,25.66,11.03,5.96
2024-01-22 01:00:00,1,0,0.11,18.11,7.85,6.4
2024-01-22 02:00:00,2,0,0.11,15.0,11.04,6.84
2024-01-22 03:00:00,3,0,0.15,33.09,8.48,7.07
2024-01-22 04:00:00,4,0,0.14,34.18,8.54,9.87
2024-01-22 05:00:00,5,0,0.18,34.36,13.69,7.78
2024-01-22 06:00:00,6,0,0.18,47.45,15.37,5.51
2024-01-22 07:00:00,7,0,0.11,51.06,25.76,8.03
2024-01-22 08:00:00,8,0,0.85,70.06,28.44,10.36
2024-01-22 09:00:00,9,0,0.87,73.63,26.94,8.09
2024-01-22 10:00:00,10,0,0.82,79.68,15.9,12.64
2024-01-22 11:00:00,11,0,0.88,84.2,13.89,11.58
2024-01-22 12:00:00,12,0,0.82,86.14,9.97,11.52
2024-01-22 13:00:00,13,0,0.75,85.57,17.14,7.56
2024-01-22 14:00:00,14,0,0.71,80.52,9.87,10.22
2024-01-22 15:00:00,15,0,0.79,67.09,12.51,15.2
2024-01-22 16:00:00,16,0,0.84,69.22,12.32,14.14
2024-01-22 17:00:00,17,0,0.73,56.58,12.57,14.93
2024-01-22 18:00:00,18,0,0.8,44.45,16.74,0.0
2024-01-22 19:00:00,19,0,0.1,39.88,26.26,12.47
2024-01-22 20:00:00,20,0,0.19,31.1,34.24,17.67
2024-01-22 21:00:00,21,0,0.11,24.35,31.63,19.51
2024-01-22 22:00:00,22,0,0.11,27.02,18.32,14.82
2024-01-22 23:00:00,23,0,0.17,17.67,13.76,16.06
2024-01-23 00:00:00,0,1,0.1,19.2,16.54,4.42
2024-01-23 01:00:00,1,1,0.18,29.75,13.87,4.16
2024-01-23 02:00:00,2,1,0.15,22.09,4.7,6.16
2024-01-23 03:00:00,3,1,0.11,35.27,10.29,6.06
2024-01-23 04:00:00,4,1,0.17,33.08,10.47,8.94
2024-01-23 05:00:00,5,1,0.13,33.24,13.08,7.36
2024-01-23 06:00:00,6,1,0.1,52.17,13.05,9.8
2024-01-23 07:00:00,7,1,0.2,61.78,26.91,8.89
2024-01-23 08:00:00,8,1,0.89,62.99,30.22,9.8
2024-01-23 09:00:00,9,1,0.8,78.28,31.31,10.14
2024-01-23 10:00:00,10,1,0.76,83.93,18.53,14.26
2024-01-23 11:00:00,11,1,0.74,68.46,15.24,9.83
2024-01-23 12:00:00,12,1,0.75,83.09,12.11,10.99
2024-01-23 13:00:00,13,1,0.76,66.35,12.09,15.01
2024-01-23 14:00:00,14,1,0.78,71.45,6.14,13.33
2024-01-23 15:00:00,15,1,0.83,72.61,6.08,13.06
2024-01-23 16:00:00,16,1,0.87,65.66,14.9,16.23
2024-01-23 17:00:00,17,1,0.89,61.01,15.04,13.14
2024-01-23 18:00:00,18,1,0.74,53.52,21.27,0.0
2024-01-23 19:00:00,19,1,0.16,34.16,29.47,17.05
2024-01-23 20:00:00,20,1,0.11,34.61,31.88,16.65
2024-01-23 21:00:00,21,1,0.15,29.28,27.05,15.46
2024-01-23 22:00:00,22,1,0.19,21.8,18.61,18.3
2024-01-23 23:00:00,23,1,0.15,31.11,11.04,18.58
2024-01-24 00:00:00,0,2,0.14,19.47,8.89,4.33
2024-01-24 01:00:00,1,2,0.11,16.18,10.35,6.19
2024-01-24 02:00:00,2,2,0.15,24.4,13.56,3.95
2024-01-24 03:00:00,3,2,0.15,28.1,12.61,6.23
2024-01-24 04:00:00,4,2,0.2,31.32,16.95,7.72
2024-01-24 05:00:00,5,2,0.11,50.97,13.23,8.96
2024-01-24 06:00:00,6,2,0.16,51.44,15.37,8.53
2024-01-24 07:00:00,7,2,0.12,55.29,24.84,11.54
2024-01-24 08:00:00,8,2,0.76,64.74,28.12,9.36
2024-01-24 09:00:00,9,2,0.85,69.61,24.81,10.34
2024-01-24 10:00:00,10,2,0.88,75.78,18.16,10.86
2024-01-24 11:00:00,11,2,0.81,90.79,10.83,7.06
2024-01-24 12:00:00,12,2,0.85,83.79,12.43,12.33
2024-01-24 13:00:00,13,2,0.84,79.68,11.82,10.45
2024-01-24 14:00:00,14,2,0.84,67.87,6.56,10.63
2024-01-24 15:00:00,15,2,0.85,71.69,12.38,10.76
2024-01-24 16:00:00,16,2,0.78,71.45,8.91,13.84
2024-01-24 17:00:00,17,2,0.74,58.44,14.71,13.71
2024-01-24 18:00:00,18,2,0.83,45.82,14.08,0.0
2024-01-24 19:00:00,19,2,0.15,45.23,33.36,13.87
2024-01-24 20:00:00,20,2,0.16,37.56,32.48,14.25
2024-01-24 21:00:00,21,2,0.12,36.33,29.28,15.66
2024-01-24 22:00:00,22,2,0.14,22.61,17.59,16.51
2024-01-24 23:00:00,23,2,0.17,19.91,11.47,16.45
2024-01-25 00:00:00,0,3,0.15,24.64,8.69,7.79
2024-01-25 01:00:00,1,3,0.15,5.28,14.8,6.19
2024-01-25 02:00:00,2,3,0.16,20.72,7.01,5.45
2024-01-25 03:00:00,3,3,0.17,22.97,6.52,7.57
2024-01-25 04:00:00,4,3,0.19,37.25,15.72,7.22
2024-01-25 05:00:00,5,3,0.18,47.65,14.14,9.99
2024-01-25 06:00:00,6,3,0.16,51.66,22.08,9.94
2024-01-25 07:00:00,7,3,0.13,59.51,26.28,7.21
2024-01-25 08:00:00,8,3,0.76,58.8,29.4,8.65
2024-01-25 09:00:00,9,3,0.8,68.83,28.65,10.87
2024-01-25 10:00:00,10,3,0.78,71.2,19.76,7.9
2024-01-25 11:00:00,11,3,0.78,86.83,10.1,9.38
2024-01-25 12:00:00,12,3,0.81,89.07,8.05,13.17
2024-01-25 13:00:00,13,3,0.9,80.6,7.21,13.1
2024-01-25 14:00:00,14,3,0.77,66.76,8.94,11.53
2024-01-25 15:00:00,15,3,0.83,70.01,11.26,9.58
2024-01-25 16:00:00,16,3,0.8,63.23,7.39,12.22
2024-01-25 17:00:00,17,3,0.73,57.52,10.98,14.08
2024-01-25 18:00:00,18,3,0.8,49.56,15.6,0.0
2024-01-25 19:00:00,19,3,0.16,38.81,27.89,13.2
2024-01-25 20:00:00,20,3,0.11,38.76,36.81,15.14
2024-01-25 21:00:00,21,3,0.13,25.27,25.5,16.34
2024-01-25 22:00:00,22,3,0.2,30.88,21.87,14.66
2024-01-25 23:00:00,23,3,0.12,18.08,8.73,20.03
2024-01-26 00:00:00,0,4,0.13,11.64,16.73,1.97
2024-01-26 01:00:00,1,4,0.14,12.96,12.21,4.49
2024-01-26 02:00:00,2,4,0.15,29.65,6.3,3.18
2024-01-26 03:00:00,3,4,0.15,24.03,12.32,5.74
2024-01-26 04:00:00,4,4,0.13,38.22,12.66,10.55
2024-01-26 05:00:00,5,4,0.17,46.77,4.73,9.04
2024-01-26 06:00:00,6,4,0.13,53.99,19.01,7.61
2024-01-26 07:00:00,7,4,0.17,67.86,25.52,7.12
2024-01-26 08:00:00,8,4,0.83,56.46,26.71,10.3
2024-01-26 09:00:00,9,4,0.78,71.98,29.11,11.49
2024-01-26 10:00:00,10,4,0.7,81.07,16.83,8.36
2024-01-26 11:00:00,11,4,0.89,80.1,13.45,11.19
2024-01-26 12:00:00,12,4,0.81,73.74,7.18,11.87
2024-01-26 13:00:00,13,4,0.79,90.54,10.41,12.3
2024-01-26 14:00:00,14,4,0.76,77.99,7.27,13.62
2024-01-26 15:00:00,15,4,0.82,66.03,11.92,11.41
2024-01-26 16:00:00,16,4,0.74,62.63,9.51,16.74
2024-01-26 17:00:00,17,4,0.8,52.34,9.78,12.59
2024-01-26 18:00:00,18,4,0.79,50.97,23.0,0.0
2024-01-26 19:00:00,19,4,0.11,45.03,22.16,18.68
2024-01-26 20:00:00,20,4,0.15,30.81,39.83,13.21
2024-01-26 21:00:00,21,4,0.12,25.44,29.79,13.29
2024-01-26 22:00:00,22,4,0.15,24.98,23.12,16.42
2024-01-26 23:00:00,23,4,0.13,16.62,13.84,17.17
2024-01-27 00:00:00,0,5,0.1,15.93,10.99,6.31
2024-01-27 01:00:00,1,5,0.11,14.22,9.36,7.43
2024-01-27 02:00:00,2,5,0.11,20.9,4.08,3.84
2024-01-27 03:00:00,3,5,0.17,24.22,15.45,7.35
2024-01-27 04:00:00,4,5,0.11,28.39,7.25,14.26
2024-01-27 05:00:00,5,5,0.18,36.96,14.95,9.72
2024-01-27 06:00:00,6,5,0.19,33.33,11.28,11.38
2024-01-27 07:00:00,7,5,0.13,40.05,23.24,6.66
2024-01-27 08:00:00,8,5,0.43,43.98,16.32,10.16
2024-01-27 09:00:00,9,5,0.4,51.81,17.81,12.7
2024-01-27 10:00:00,10,5,0.43,54.68,14.25,10.92
2024-01-27 11:00:00,11,5,0.38,49.72,6.12,11.03
2024-01-27 12:00:00,12,5,0.37,56.92,10.5,14.19
2024-01-27 13:00:00,13,5,0.31,54.07,4.3,17.0
2024-01-27 14:00:00,14,5,0.45,49.13,8.52,14.08
2024-01-27 15:00:00,15,5,0.44,52.31,9.81,13.24
2024-01-27 16:00:00,16,5,0.49,53.18,5.95,13.86
2024-01-27 17:00:00,17,5,0.47,46.29,15.0,15.71
2024-01-27 18:00:00,18,5,0.44,38.92,16.76,0.0
2024-01-27 19:00:00,19,5,0.18,26.04,20.88,16.82
2024-01-27 20:00:00,20,5,0.19,28.17,26.82,19.49
2024-01-27 21:00:00,21,5,0.19,21.62,18.23,22.87
2024-01-27 22:00:00,22,5,0.15,15.06,17.16,16.45
2024-01-27 23:00:00,23,5,0.11,17.68,10.41,18.39
2024-01-28 00:00:00,0,6,0.17,8.3,6.29,6.49
2024-01-28 01:00:00,1,6,0.1,13.19,2.22,9.66
2024-01-28 02:00:00,2,6,0.16,27.42,12.83,8.53
2024-01-28 03:00:00,3,6,0.17,19.68,10.39,5.91
2024-01-28 04:00:00,4,6,0.13,29.39,11.36,9.08
2024-01-28 05:00:00,5,6,0.17,35.09,10.11,10.28
2024-01-28 06:00:00,6,6,0.1,41.72,16.79,14.42
2024-01-28 07:00:00,7,6,0.14,29.29,15.34,10.25
2024-01-28 08:00:00,8,6,0.49,42.02,24.33,11.67
2024-01-28 09:00:00,9,6,0.49,45.95,21.75,13.09
2024-01-28 10:00:00,10,6,0.45,55.78,18.13,12.25
2024-01-28 11:00:00,11,6,0.49,54.44,7.29,9.06
2024-01-28 12:00:00,12,6,0.45,51.58,9.49,12.36
2024-01-28 13:00:00,13,6,0.41,57.07,7.8,16.71
2024-01-28 14:00:00,14,6,0.44,57.14,11.58,14.96
2024-01-28 15:00:00,15,6,0.3,41.01,8.43,15.42
2024-01-28 16:00:00,16,6,0.4,46.15,6.14,19.1
2024-01-28 17:00:00,17,6,0.31,37.11,13.59,17.46
2024-01-28 18:00:00,18,6,0.43,37.37,12.27,0.0
2024-01-28 19:00:00,19,6,0.19,25.32,24.93,17.86
2024-01-28 20:00:00,20,6,0.2,20.19,28.97,19.74
2024-01-28 21:00:00,21,6,0.19,21.98,21.54,20.76
2024-01-28 22:00:00,22,6,0.12,10.61,16.39,19.0
2024-01-28 23:00:00,23,6,0.13,16.56,6.39,23.14
2024-01-29 00:00:00,0,0,0.17,15.9,10.89,5.05
2024-01-29 01:00:00,1,0,0.11,25.26,4.92,3.63
2024-01-29 02:00:00,2,0,0.15,25.63,9.52,6.66
2024-01-29 03:00:00,3,0,0.15,25.8,8.5,7.14
2024-01-29 04:00:00,4,0,0.11,39.65,9.05,6.71
2024-01-29 05:00:00,5,0,0.15,41.16,10.6,9.14
2024-01-29 06:00:00,6,0,0.11,54.44,17.17,10.15
2024-01-29 07:00:00,7,0,0.18,55.15,26.12,4.01
2024-01-29 08:00:00,8,0,0.83,65.73,27.91,6.91
2024-01-29 09:00:00,9,0,0.89,75.36,30.64,11.21
2024-01-29 10:00:00,10,0,0.81,82.42,18.95,8.57
2024-01-29 11:00:00,11,0,0.73,87.81,10.0,7.93
2024-01-29 12:00:00,12,0,0.89,78.38,11.15,11.92
2024-01-29 13:00:00,13,0,0.88,73.67,8.1,10.88
2024-01-29 14:00:00,14,0,0.74,79.04,7.17,14.73
2024-01-29 15:00:00,15,0,0.87,73.98,9.66,13.46
2024-01-29 16:00:00,16,0,0.8,60.48,16.96,14.97
2024-01-29 17:00:00,17,0,0.86,63.24,14.82,12.03
2024-01-29 18:00:00,18,0,0.77,49.51,16.53,0.0
2024-01-29 19:00:00,19,0,0.11,39.83,27.81,16.09
2024-01-29 20:00:00,20,0,0.15,32.15,35.89,18.31
2024-01-29 21:00:00,21,0,0.13,31.85,26.43,18.82
2024-01-29 22:00:00,22,0,0.11,36.37,22.07,17.42
2024-01-29 23:00:00,23,0,0.11,34.55,10.91,17.01
2024-01-30 00:00:00,0,1,0.14,28.09,13.56,6.95
2024-01-30 01:00:00,1,1,0.19,26.6,8.51,3.52
2024-01-30 02:00:00,2,1,0.18,29.71,11.19,6.7
2024-01-30 03:00:00,3,1,0.16,33.51,9.22,7.66
2024-01-30 04:00:00,4,1,0.13,32.21,14.21,3.52
2024-01-30 05:00:00,5,1,0.18,49.41,13.32,9.78
2024-01-30 06:00:00,6,1,0.13,43.75,18.44,7.41
2024-01-30 07:00:00,7,1,0.11,69.09,29.45,8.4
2024-01-30 08:00:00,8,1,0.85,63.7,22.88,11.44
2024-01-30 09:00:00,9,1,0.87,74.57,26.93,10.6
2024-01-30 10:00:00,10,1,0.89,63.06,18.21,11.95
2024-01-30 11:00:00,11,1,0.74,83.39,11.97,9.83
2024-01-30 12:00:00,12,1,0.78,70.77,12.25,14.03
2024-01-30 13:00:00,13,1,0.73,80.12,9.6,10.2
2024-01-30 14:00:00,14,1,0.88,74.01,10.53,12.2
2024-01-30 15:00:00,15,1,0.76,71.94,9.97,13.12
2024-01-30 16:00:00,16,1,0.76,67.93,10.95,13.87
2024-01-30 17:00:00,17,1,0.75,56.48,15.05,13.44
2024-01-30 18:00:00,18,1,0.81,62.26,16.93,0.0
2024-01-30 19:00:00,19,1,0.18,51.38,31.03,13.71
2024-01-30 20:00:00,20,1,0.18,42.58,39.3,14.82
2024-01-30 21:00:00,21,1,0.11,28.74,33.06,18.02
2024-01-30 22:00:00,22,1,0.18,23.46,18.28,16.77
2024-01-30 23:00:00,23,1,0.18,15.87,19.28,13.16
2024-01-31 00:00:00,0,2,0.2,17.86,10.62,9.79
2024-01-31 01:00:00,1,2,0.16,32.6,11.65,7.57
2024-01-31 02:00:00,2,2,0.19,34.2,7.71,3.84
2024-01-31 03:00:00,3,2,0.16,25.97,11.31,5.24
2024-01-31 04:00:00,4,2,0.1,35.66,8.37,6.66
2024-01-31 05:00:00,5,2,0.16,47.67,9.87,4.71
2024-01-31 06:00:00,6,2,0.17,41.72,21.87,8.89
2024-01-31 07:00:00,7,2,0.15,57.23,26.57,6.75
2024-01-31 08:00:00,8,2,0.79,63.9,27.06,9.09
2024-01-31 09:00:00,9,2,0.86,61.03,31.39,10.48
2024-01-31 10:00:00,10,2,0.85,76.89,20.07,9.61
2024-01-31 11:00:00,11,2,0.8,73.57,14.92,10.17
2024-01-31 12:00:00,12,2,0.84,80.31,9.56,12.79
2024-01-31 13:00:00,13,2,0.84,80.17,13.02,11.32
2024-01-31 14:00:00,14,2,0.81,80.59,11.09,13.06
2024-01-31 15:00:00,15,2,0.77,74.72,10.91,13.16
2024-01-31 16:00:00,16,2,0.79,50.93,13.65,8.37
2024-01-31 17:00:00,17,2,0.84,63.65,15.03,17.46
2024-01-31 18:00:00,18,2,0.74,56.38,19.07,0.0
2024-01-31 19:00:00,19,2,0.12,48.4,33.14,15.31
2024-01-31 20:00:00,20,2,0.14,34.23,29.27,11.85
2024-01-31 21:00:00,21,2,0.18,23.34,28.2,15.77
2024-01-31 22:00:00,22,2,0.1,22.61,20.2,18.09
2024-01-31 23:00:00,23,2,0.15,15.87,13.44,18.02
2024-02-01 00:00:00,0,3,0.12,19.73,7.78,6.48
2024-02-01 01:00:00,1,3,0.15,12.6,5.75,3.57
2024-02-01 02:00:00,2,3,0.15,24.66,7.91,3.24
2024-02-01 03:00:00,3,3,0.15,28.36,6.01,5.14
2024-02-01 04:00:00,4,3,0.17,36.82,7.73,6.2
2024-02-01 05:00:00,5,3,0.17,39.44,10.21,9.12
2024-02-01 06:00:00,6,3,0.14,49.09,13.69,9.31
2024-02-01 07:00:00,7,3,0.16,60.39,18.53,8.05
2024-02-01 08:00:00,8,3,0.79,69.26,21.35,7.22
2024-02-01 09:00:00,9,3,0.88,65.56,17.46,9.38
2024-02-01 10:00:00,10,3,0.83,75.86,12.21,11.01
2024-02-01 11:00:00,11,3,0.75,83.18,11.59,9.73
2024-02-01 12:00:00,12,3,0.87,85.85,7.67,12.28
2024-02-01 13:00:00,13,3,0.85,79.37,6.43,11.45
2024-02-01 14:00:00,14,3,0.73,72.49,10.2,13.4
2024-02-01 15:00:00,15,3,0.86,67.19,8.92,11.08
2024-02-01 16:00:00,16,3,0.84,59.86,11.37,12.34
2024-02-01 17:00:00,17,3,0.86,67.86,12.11,13.13
2024-02-01 18:00:00,18,3,0.81,48.18,14.07,0.0
2024-02-01 19:00:00,19,3,0.16,40.47,22.58,15.41
2024-02-01 20:00:00,20,3,0.12,24.61,29.1,11.75
2024-02-01 21:00:00,21,3,0.19,25.64,22.96,11.92
2024-02-01 22:00:00,22,3,0.1,26.67,13.53,17.92
2024-02-01 23:00:00,23,3,0.2,21.33,3.02,17.5
2024-02-02 00:00:00,0,4,0.19,23.26,6.28,6.22
2024-02-02 01:00:00,1,4,0.16,15.19,4.94,2.04
2024-02-02 02:00:00,2,4,0.12,22.97,5.65,6.83
2024-02-02 03:00:00,3,4,0.18,33.37,11.45,5.32
2024-02-02 04:00:00,4,4,0.12,32.57,8.14,11.33
2024-02-02 05:00:00,5,4,0.12,40.55,4.16,6.24
2024-02-02 06:00:00,6,4,0.2,45.05,13.64,8.94
2024-02-02 07:00:00,7,4,0.2,54.34,21.38,8.37
2024-02-02 08:00:00,8,4,0.72,66.23,21.19,8.35
2024-02-02 09:00:00,9,4,0.85,80.87,18.93,9.3
2024-02-02 10:00:00,10,4,0.82,78.57,8.34,6.6
2024-02-02 11:00:00,11,4,0.77,79.99,13.41,11.21
2024-02-02 12:00:00,12,4,0.75,72.77,5.3,12.96
2024-02-02 13:00:00,13,4,0.73,75.76,9.41,11.26
2024-02-02 14:00:00,14,4,0.84,77.48,13.23,13.76
2024-02-02 15:00:00,15,4,0.87,64.74,5.47,14.89
2024-02-02 16:00:00,16,4,0.88,69.43,3.9,12.51
2024-02-02 17:00:00,17,4,0.83,58.3,10.59,13.6
2024-02-02 18:00:00,18,4,0.71,45.33,11.98,0.0
2024-02-02 19:00:00,19,4,0.11,44.71,24.01,12.7
2024-02-02 20:00:00,20,4,0.19,24.18,25.92,14.76
2024-02-02 21:00:00,21,4,0.11,32.46,20.8,12.5
2024-02-02 22:00:00,22,4,0.11,23.09,15.02,12.2
2024-02-02 23:00:00,23,4,0.18,23.62,13.43,12.76
2024-02-03 00:00:00,0,5,0.16,18.66,6.68,4.74
2024-02-03 01:00:00,1,5,0.15,18.42,3.42,9.47
2024-02-03 02:00:00,2,5,0.11,16.26,1.06,8.59
2024-02-03 03:00:00,3,5,0.15,26.65,7.25,6.13
2024-02-03 04:00:00,4,5,0.19,27.16,8.19,9.81
2024-02-03 05:00:00,5,5,0.12,22.06,5.57,8.43
2024-02-03 06:00:00,6,5,0.19,35.77,11.59,8.29
2024-02-03 07:00:00,7,5,0.16,42.95,16.46,12.43
2024-02-03 08:00:00,8,5,0.38,42.35,22.99,12.71
2024-02-03 09:00:00,9,5,0.39,56.03,12.63,10.98
2024-02-03 10:00:00,10,5,0.42,51.19,9.81,13.6
2024-02-03 11:00:00,11,5,0.39,49.69,6.38,14.94
2024-02-03 12:00:00,12,5,0.48,50.06,2.74,16.38
2024-02-03 13:00:00,13,5,0.43,53.5,3.05,16.25
2024-02-03 14:00:00,14,5,0.44,53.56,9.25,16.52
2024-02-03 15:00:00,15,5,0.34,43.52,7.55,15.11
2024-02-03 16:00:00,16,5,0.45,50.17,0.18,16.25
2024-02-03 17:00:00,17,5,0.49,39.58,4.96,13.38
2024-02-03 18:00:00,18,5,0.34,37.64,12.14,0.0
2024-02-03 19:00:00,19,5,0.11,21.96,20.54,21.29
2024-02-03 20:00:00,20,5,0.15,30.44,19.28,17.02
2024-02-03 21:00:00,21,5,0.16,23.24,24.22,19.48
2024-02-03 22:00:00,22,5,0.1,15.9,10.19,23.06
2024-02-03 23:00:00,23,5,0.15,13.79,4.03,19.23
2024-02-04 00:00:00,0,6,0.17,12.29,3.67,5.42
2024-02-04 01:00:00,1,6,0.16,10.13,5.08,7.22
2024-02-04 02:00:00,2,6,0.12,14.61,6.12,8.61
2024-02-04 03:00:00,3,6,0.15,20.72,5.19,9.25
2024-02-04 04:00:00,4,6,0.14,25.9,7.25,8.88
2024-02-04 05:00:00,5,6,0.16,24.93,8.12,5.97
2024-02-04 06:00:00,6,6,0.19,30.52,12.56,13.46
2024-02-04 07:00:00,7,6,0.12,42.86,13.08,8.07
2024-02-04 08:00:00,8,6,0.34,38.23,20.66,11.89
2024-02-04 09:00:00,9,6,0.46,58.8,14.29,12.93
2024-02-04 10:00:00,10,6,0.4,50.93,10.78,15.39
2024-02-04 11:00:00,11,6,0.49,52.93,8.45,15.69
2024-02-04 12:00:00,12,6,0.36,51.38,2.53,14.81
2024-02-04 13:00:00,13,6,0.49,58.58,7.34,13.47
2024-02-04 14:00:00,14,6,0.48,54.29,5.35,15.41
2024-02-04 15:00:00,15,6,0.46,54.68,6.09,15.74
2024-02-04 16:00:00,16,6,0.45,45.75,8.02,15.08
2024-02-04 17:00:00,17,6,0.31,44.87,7.58,15.97
2024-02-04 18:00:00,18,6,0.43,33.02,10.76,0.0
2024-02-04 19:00:00,19,6,0.15,29.08,18.35,19.06
2024-02-04 20:00:00,20,6,0.19,27.91,23.84,20.45
2024-02-04 21:00:00,21,6,0.19,27.74,17.19,23.37
2024-02-04 22:00:00,22,6,0.12,5.44,12.98,20.84
2024-02-04 23:00:00,23,6,0.19,13.58,6.19,17.52
2024-02-05 00:00:00,0,0,0.1,11.72,8.45,3.94
2024-02-05 01:00:00,1,0,0.12,21.23,7.95,3.91
2024-02-05 02:00:00,2,0,0.1,19.75,11.06,7.74
2024-02-05 03:00:00,3,0,0.12,19.99,12.46,5.1
2024-02-05 04:00:00,4,0,0.1,35.48,7.89,5.52
